Lorg/apache/batik/parser/DefaultPreserveAspectRatioHandler;.xMinYMid()V|Lorg/apache/batik/parser/ParseException;,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-parser/src/main/java/org/apache/batik/parser/DefaultPreserveAspectRatioHandler.java;,MethodName,xMinYMid,"    /**
     * Implements {@link PreserveAspectRatioHandler#xMinYMid()}.
     */
    public void xMinYMid() throws ParseException {
    }

    /**",min,minimum
Lorg/apache/batik/bridge/SVGUtilities;.convertRegion(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;SLorg/apache/batik/gvt/GraphicsNode;Lorg/apache/batik/parser/UnitProcessor$Context;)Ljava/awt/geom/Rectangle2D;#wStr#0#2,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-bridge/src/main/java/org/apache/batik/bridge/SVGUtilities.java;,ParameterName,wStr,"
        return convertRegion(xStr,
                             yStr,
                             wStr,
                             hStr,
                             unitsType,
                             maskedNode,",w,width
Lorg/apache/batik/gvt/font/AWTGVTGlyphVector;.draw(Ljava/awt/Graphics2D;Ljava/text/AttributedCharacterIterator;)V#typeGTrans,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-gvt/src/main/java/org/apache/batik/gvt/font/AWTGVTGlyphVector.java;,VariableName,typeGTrans,"                useHinting = false;
        }

        final int typeGRot   = AffineTransform.TYPE_GENERAL_ROTATION;
        final int typeGTrans = AffineTransform.TYPE_GENERAL_TRANSFORM;

        if (useHinting) {
            // Check if usr->dev transform has general rotation,
            // or shear..",g,general
Lorg/apache/batik/ext/awt/image/renderable/CompositeRable8Bit;.createRendering(Ljava/awt/image/renderable/RenderContext;)Ljava/awt/image/RenderedImage;#rc#0#0,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-awt-util/src/main/java/org/apache/batik/ext/awt/image/renderable/CompositeRable8Bit.java;,ParameterName,rc,"        }
        return true;
    }

    public RenderedImage createRendering(RenderContext rc) {
        if (srcs.size() == 0)
            return null;

        // Just copy over the rendering hints.",rc,render context
Lorg/apache/batik/bridge/StrokingTextPainter;.createModifiedACIForFontMatching(Ljava/text/AttributedCharacterIterator;)Ljava/text/AttributedCharacterIterator;#0#prevFF,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-bridge/src/main/java/org/apache/batik/bridge/StrokingTextPainter.java;,VariableName,prevFF,"            }

            // assign the first font to any chars haven't alreay been assigned
            int           runStart = -1;
            GVTFontFamily prevFF   = null;
            GVTFont       prevF    = defaultFont;
            for (int i = 0; i < aciLength; i++) {
                if (fontAssigned[i]) {",ff,font family
Lorg/apache/batik/dom/svg/AbstractSVGMatrix;.flipX()Lorg/w3c/dom/svg/SVGMatrix;#tr,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-svg-dom/src/main/java/org/apache/batik/dom/svg/AbstractSVGMatrix.java;,VariableName,tr,"                                                 secondMatrix.getD(),
                                                 secondMatrix.getE(),
                                                 secondMatrix.getF());
        AffineTransform tr = (AffineTransform)getAffineTransform().clone();
        tr.concatenate(at);
        return new SVGOMMatrix(tr);
    }",tr,transform
Lorg/apache/batik/gvt/renderer/StaticRenderer;.flush(Ljava/awt/Rectangle;)V#tcr,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-gvt/src/main/java/org/apache/batik/gvt/renderer/StaticRenderer.java;,VariableName,tcr,"        if (lastCache == null) return;
        Object o = lastCache.get();
        if (o == null) return;

        TileCacheRed tcr = (TileCacheRed)o;
        tcr.flushCache(tcr.getBounds());
    }

    /**",tcr,tile cache red
Lorg/apache/batik/ext/awt/image/codec/png/PNGImageDecoder~PNGImage;.POST_GRAY_LUT_ADD_TRANS_EXP)I,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-codec/src/main/java/org/apache/batik/ext/awt/image/codec/png/PNGImageDecoder.java;,FieldName,POST_GRAY_LUT_ADD_TRANS_EXP,"    private static final int POST_GAMMA_EXP =
        POST_GAMMA | POST_EXP_MASK;

    // Push gray values through grayLut to expand to 8 bits, expand, add alpha
    private static final int POST_GRAY_LUT_ADD_TRANS_EXP =
        POST_GRAY_LUT_ADD_TRANS | POST_EXP_MASK;

    // Add transparency to a given gray value, expand
    private static final int POST_ADD_GRAY_TRANS_EXP =",exp,expression
Lorg/apache/batik/bridge/SVGImageElementBridge;.createSVGImageNode(Lorg/apache/batik/bridge/BridgeContext;Lorg/w3c/dom/Element;Lorg/w3c/dom/svg/SVGDocument;)Lorg/apache/batik/gvt/GraphicsNode;#1#tgt,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-bridge/src/main/java/org/apache/batik/bridge/SVGImageElementBridge.java;,VariableName,tgt,"    protected void rebuildImageNode() {
        // Reference copy of the imgDocument
        if ((imgDocument != null) && (listener != null)) {
            NodeEventTarget tgt = (NodeEventTarget)imgDocument.getRootElement();

            tgt.removeEventListenerNS
                (XMLConstants.XML_EVENTS_NAMESPACE_URI, SVG_EVENT_CLICK,
                 listener, false);",tgt,target
Lorg/apache/batik/ext/awt/image/rendered/GaussianBlurRed8Bit;.copyData(Ljava/awt/image/WritableRaster;)Ljava/awt/image/WritableRaster;#tmpR1,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-awt-util/src/main/java/org/apache/batik/ext/awt/image/rendered/GaussianBlurRed8Bit.java;,VariableName,tmpR1,"        // System.out.println(""Gaussian GenR: "" + wr);
        // System.out.println(""SrcReq: "" + r);

        ColorModel srcCM = src.getColorModel();

        WritableRaster tmpR1=null, tmpR2=null;

        tmpR1 = srcCM.createCompatibleWritableRaster(r.width, r.height);
        {
            WritableRaster fill;",r,raster
Lorg/apache/batik/dom/util/SAXDocumentFactory;.startDTD(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V|Lorg/xml/sax/SAXException;,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-dom/src/main/java/org/apache/batik/dom/util/SAXDocumentFactory.java;,MethodName,startDTD,"     * org.xml.sax.ext.LexicalHandler#startDTD(String,String,String)}.
     */
    public void startDTD(String name, String publicId, String systemId)
        throws SAXException {
        appendStringData(); // Add collected string data before entering DTD
        doctype = implementation.createDocumentType(name, publicId, systemId);",dtd,document type definition
Lorg/apache/batik/swing/svg/JSVGComponent$BridgeUserAgentWrapper;.getExternalResourceSecurity(Lorg/apache/batik/util/ParsedURL;Lorg/apache/batik/util/ParsedURL;)Lorg/apache/batik/bridge/ExternalResourceSecurity;#0#rPURL,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-swing/src/main/java/org/apache/batik/swing/svg/JSVGComponent.java;,VariableName,rPURL,"                return userAgent.getExternalResourceSecurity(resourcePURL,
                                                             docPURL);
            } else {
                final ParsedURL rPURL= resourcePURL;
                final ParsedURL dPURL= docPURL;
                class Query implements Runnable {
                    ExternalResourceSecurity result;",r,resource
Lorg/apache/batik/util/ClassFileUtilities;.computeClassDependencies(Ljava/io/InputStream;Ljava/util/Set;Ljava/util/Set;Ljava/util/Set;Z)V|Ljava/io/IOException;#0#0#0#0#ze,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-util/src/main/java/org/apache/batik/util/ClassFileUtilities.java;,VariableName,ze,"                jars.put(j.name, j);

                Enumeration entries = j.jarFile.entries();
                while (entries.hasMoreElements()) {
                    ZipEntry ze = (ZipEntry) entries.nextElement();
                    String name = ze.getName();
                    if (name.endsWith("".class"")) {
                        ClassFile cf = new ClassFile();",ze,zip entry
Lorg/apache/batik/anim/timing/TimedElement;.sampleAt(FZ)F#0#ts,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-anim/src/main/java/org/apache/batik/anim/timing/TimedElement.java;,VariableName,ts,"        float dependentMinTime = Float.POSITIVE_INFINITY;
        Iterator i = beginDependents.iterator();
        while (i.hasNext()) {
            TimingSpecifier ts = (TimingSpecifier) i.next();
            // Trace.print(ts.owner + ""'s "" + (ts.isBegin ? ""begin"" : ""end"" ) + "": "" + ts);
            float t = ts.newInterval(interval);
            if (t < dependentMinTime) {",ts,timing specifier
Lorg/apache/batik/bridge/svg12/SVG12FocusManager;.fireDOMFocusOutEvent(Lorg/w3c/dom/events/EventTarget;Lorg/w3c/dom/events/EventTarget;)V#uiEvt,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-bridge/src/main/java/org/apache/batik/bridge/svg12/SVG12FocusManager.java;,VariableName,uiEvt,"                                       EventTarget relatedTarget) {
        DocumentEvent docEvt = 
            (DocumentEvent)((Element)target).getOwnerDocument();
        DOMUIEvent uiEvt = (DOMUIEvent)docEvt.createEvent(""UIEvents"");
        uiEvt.initUIEventNS(XMLConstants.XML_EVENTS_NAMESPACE_URI,
                            ""DOMFocusIn"",
                            true,",evt,event
Lorg/apache/batik/bridge/CSSUtilities;.convertOverflow(Lorg/w3c/dom/Element;)Z#s,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-bridge/src/main/java/org/apache/batik/bridge/CSSUtilities.java;,VariableName,s,"     */
    public static int convertPointerEvents(Element e) {
        Value v = getComputedStyle(e, SVGCSSEngine.POINTER_EVENTS_INDEX);
        String s = v.getStringValue();
        switch(s.charAt(0)) {
        case 'v':
            if (s.length() == 7) {",s,string
Lorg/apache/batik/bridge/SVGSVGElementBridge;.getIntersectionList(Lorg/w3c/dom/svg/SVGRect;Lorg/w3c/dom/Element;)Ljava/util/List;#1#1#txtBridge,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-bridge/src/main/java/org/apache/batik/bridge/SVGSVGElementBridge.java;,VariableName,txtBridge,"                    }
                } else if (gn instanceof TextNode) {
                    SVGOMElement svgElem = (SVGOMElement)curr;
                    SVGTextElementBridge txtBridge;
                    txtBridge = (SVGTextElementBridge)svgElem.getSVGContext();
                    Set elems = txtBridge.getTextIntersectionSet(at, rect);

                    // filter elems based on who is before end as",txt,text
Lorg/apache/batik/css/engine/value/URIValue;,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/svg/ColorProfileManager.java;C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/svg/ClipPathManager.java;C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/css2/CursorManager.java;C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/svg/MaskManager.java;C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/svg/FilterManager.java;C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/svg/SVGPaintManager.java;C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/URIValue.java;C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/svg/MarkerManager.java;C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/AbstractValueManager.java;C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/css2/SrcManager.java;,ClassName,URIValue," * @author <a href=""mailto:stephane@hillion.org"">Stephane Hillion</a>
 * @version $Id: URIValue.java 1733416 2016-03-03 07:07:13Z gadams $
 */
public class URIValue extends StringValue {

    String cssText;

    /**
     * Creates a new StringValue.
     */
    public URIValue(String cssText, String uri) {",uri,uniform resource identifier
Lorg/apache/batik/bridge/SVGImageElementBridge;.subCtx)Lorg/apache/batik/bridge/BridgeContext;,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-bridge/src/main/java/org/apache/batik/bridge/SVGImageElementBridge.java;,FieldName,subCtx,"public class SVGImageElementBridge extends AbstractGraphicsNodeBridge {

    protected SVGDocument imgDocument;
    protected EventListener listener = null;
    protected BridgeContext subCtx = null;
    protected boolean hitCheckChildren = false;
    /**
     * Constructs a new bridge for the &lt;image> element.
     */
    public SVGImageElementBridge() {}",ctx,context
Lorg/apache/batik/bridge/UserAgentAdapter;.checkLoadExternalResource(Lorg/apache/batik/util/ParsedURL;Lorg/apache/batik/util/ParsedURL;)V|Ljava/lang/SecurityException;#resourceURL#0#0,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-bridge/src/main/java/org/apache/batik/bridge/UserAgentAdapter.java;,ParameterName,resourceURL,"     *        resource was found.
     */
    public ExternalResourceSecurity 
        getExternalResourceSecurity(ParsedURL resourceURL,
                                    ParsedURL docURL) {
        return new RelaxedExternalResourceSecurity(resourceURL, docURL);
    }",url,uniform resource locator
Lorg/apache/batik/gvt/flow/FlowRegions;.sl)Lorg/apache/batik/ext/awt/geom/SegmentList;,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-gvt/src/main/java/org/apache/batik/gvt/flow/FlowRegions.java;,FieldName,sl," */
public class FlowRegions {
    Shape flowShape;
    SegmentList sl;
    SegmentList.SplitResults sr;
    List validRanges;
    int currentRange;",sl,segment list
Lorg/apache/batik/gvt/renderer/MacRenderer;.repaint(Lorg/apache/batik/ext/awt/geom/RectListManager;)V#1#tmpImg,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-gvt/src/main/java/org/apache/batik/gvt/renderer/MacRenderer.java;,VariableName,tmpImg,"        // System.out.println(""Areas: "" + devRects);

        // Swap the buffers if the rendering completed cleanly.
        if (isDoubleBuffered) {
            BufferedImage tmpImg = workImg;
            workImg = currImg;
            currImg = tmpImg;
            damagedAreas = devRLM;",img,image
Lorg/apache/batik/ext/awt/geom/SegmentList;.getBounds2D()Ljava/awt/geom/Rectangle2D;#0#segB,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-awt-util/src/main/java/org/apache/batik/ext/awt/geom/SegmentList.java;,VariableName,segB,"        ret = (Rectangle2D)((Segment)iter.next()).getBounds2D().clone();
        while (iter.hasNext()) {
            Segment seg = (Segment)iter.next();
            Rectangle2D segB = seg.getBounds2D();
            Rectangle2D.union(segB, ret, ret);
        }
        return ret;",b,bounds
Lorg/apache/batik/bridge/EventTargetWrapper$FunctionRemoveProxy;.call(Lorg/mozilla/javascript/Context;Lorg/mozilla/javascript/Scriptable;Lorg/mozilla/javascript/Scriptable;[Ljava/lang/Object;)Ljava/lang/Object;#0#sr,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-bridge/src/main/java/org/apache/batik/bridge/EventTargetWrapper.java;,VariableName,sr,"            NativeJavaObject njo = (NativeJavaObject)thisObj;
            if (args[1] instanceof Function) {
                EventListener evtListener = null;
                SoftReference sr = (SoftReference)listenerMap.get(args[1]);
                if (sr != null)
                    evtListener = (EventListener)sr.get();
                if (evtListener == null) {",sr,soft reference
Lorg/apache/batik/css/engine/sac/CSSClassCondition;.match(Lorg/w3c/dom/Element;Ljava/lang/String;)Z#valLen,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/sac/CSSClassCondition.java;,VariableName,valLen,"        String attr = ((CSSStylableElement)e).getCSSClass();
        String val = getValue();
        int attrLen = attr.length();
        int valLen = val.length();

        int i = attr.indexOf(val);
        while (i != -1) {
            if (i == 0 || Character.isSpaceChar(attr.charAt(i - 1))) {",len,length
Lorg/apache/batik/anim/dom/SVGLocatableSupport;.getTransformToElement(Lorg/w3c/dom/Element;Lorg/w3c/dom/svg/SVGElement;)Lorg/w3c/dom/svg/SVGMatrix;|Lorg/w3c/dom/svg/SVGException;#targetElt,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-anim/src/main/java/org/apache/batik/anim/dom/SVGLocatableSupport.java;,VariableName,targetElt,"                                                  SVGElement element)
        throws SVGException {
        final SVGOMElement currentElt = (SVGOMElement)elt;
        final SVGOMElement targetElt = (SVGOMElement)element;
        return new AbstractSVGMatrix() {
                protected AffineTransform getAffineTransform() {
                    AffineTransform cat = 
                        currentElt.getSVGContext().getGlobalTransform();",elt,element
Lorg/apache/batik/ext/awt/MultipleGradientPaintContext;.(Ljava/awt/image/ColorModel;Ljava/awt/Rectangle;Ljava/awt/geom/Rectangle2D;Ljava/awt/geom/AffineTransform;Ljava/awt/RenderingHints;[F[Ljava/awt/Color;Lorg/apache/batik/ext/awt/MultipleGradientPaint$CycleMethodEnum;Lorg/apache/batik/ext/awt/MultipleGradientPaint$ColorSpaceEnum;)V|Ljava/awt/geom/NoninvertibleTransformException;#tInv,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-awt-util/src/main/java/org/apache/batik/ext/awt/MultipleGradientPaintContext.java;,VariableName,tInv,"        }

        // The inverse transform is needed to from device to user space.
        // Get all the components of the inverse transform matrix.
        AffineTransform tInv = t.createInverse();

        double[] m = new double[6];
        tInv.getMatrix(m);
        a00 = (float)m[0];",inv,inverse
Lorg/apache/batik/svggen/SVGGraphics2D;.drawRenderableImage(Ljava/awt/image/renderable/RenderableImage;Ljava/awt/geom/AffineTransform;)V#trans2#0#1,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-svggen/src/main/java/org/apache/batik/svggen/SVGGraphics2D.java;,ParameterName,trans2,"* @see #setTransform(AffineTransform)
     * @see #setComposite(java.awt.Composite)
     * @see #setClip(Shape)
     */
    public void drawRenderedImage(RenderedImage img,
                                  AffineTransform trans2) {

        Element image =
            getGenericImageHandler().createElement(getGeneratorContext());
        AffineTransform trans1
            = getGenericImageHandler().handleImage(
                                       img, image,
                                       img.getMinX(),
                                       img.getMinY(),
                                       img.getWidth(),
                                       img.getHeight(),
                                       getGeneratorContext());",trans,transform
Lorg/apache/batik/ext/awt/image/spi/ImageTagRegistry;.readURL(Ljava/io/InputStream;Lorg/apache/batik/util/ParsedURL;Lorg/apache/xmlgraphics/java2d/color/ICCColorSpaceWithIntent;ZZ)Lorg/apache/batik/ext/awt/image/renderable/Filter;#0#0#ure,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-awt-util/src/main/java/org/apache/batik/ext/awt/image/spi/ImageTagRegistry.java;,VariableName,ure,"            RegistryEntry re = (RegistryEntry)i.next();
            if (re instanceof URLRegistryEntry) {
                if ((purl == null) || !allowOpenStream) continue;

                URLRegistryEntry ure = (URLRegistryEntry)re;
                if (ure.isCompatibleURL(purl)) {
                    ret = ure.handleURL(purl, needRawData);

                    // Check if we got an image.",ure,URL registry entry
Lorg/apache/batik/gvt/flow/TextLineBreaks;.findLineBrk(Ljava/text/AttributedString;)V#prevCls,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/batik-1.9/batik-gvt/src/main/java/org/apache/batik/gvt/flow/TextLineBreaks.java;,VariableName,prevCls,"        byte         cls = getCharCharClass(ch);
        if (cls == CHAR_CLASS_LF) cls = CHAR_CLASS_BK;
        byte      curCls = cls;
        byte     prevCls = cls;
        byte prevPrevCls = -1;
        int  wordCnt = 0;
        int  wordBegin = aci.getBeginIndex();",cls,class
