Lorg/apache/batik/parser/DefaultPreserveAspectRatioHandler;.xMinYMid()V|Lorg/apache/batik/parser/ParseException;,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-parser/src/main/java/org/apache/batik/parser/DefaultPreserveAspectRatioHandler.java;,MethodName,,,,,,,Implements link PreserveAspectRatioHandler xMinYMid;,ClassName:void;,ClassName:DefaultPreserveAspectRatioHandler;,,,,,,,xMinYMid,min,minimum
Lorg/apache/batik/bridge/SVGUtilities;.convertRegion(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;SLorg/apache/batik/gvt/GraphicsNode;Lorg/apache/batik/parser/UnitProcessor$Context;)Ljava/awt/geom/Rectangle2D;#wStr#0#2,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-bridge/src/main/java/org/apache/batik/bridge/SVGUtilities.java;,ParameterName,,,,,,,Returns a rectangle that represents the region defined by the specified coordinates param xStr the x coordinate of the region param yStr the y coordinate of the region param wStr the width of the region param hStr the height of the region param targetNode the graphics node needed for objectBoundingBox param uctx the unit processor context needed for userSpaceOnUse;,ClassName:String;,,VariableName:w;,MethodName:svgHorizontalLengthToObjectBoundingBox;MethodName:svgHorizontalLengthToUserSpace;,ParameterName:s;ParameterName:s;,,MethodName:convertRegion;,VariableName:wStr;VariableName:wStr;VariableName:wStr;,wStr,w,width
Lorg/apache/batik/gvt/font/AWTGVTGlyphVector;.draw(Ljava/awt/Graphics2D;Ljava/text/AttributedCharacterIterator;)V#typeGTrans,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-gvt/src/main/java/org/apache/batik/gvt/font/AWTGVTGlyphVector.java;,VariableName,,,,,,,,ClassName:int;,ClassName:AWTGVTGlyphVector;,VariableName:TYPE_GENERAL_TRANSFORM;ClassName:AffineTransform;,,,,MethodName:draw;,,typeGTrans,g,general
Lorg/apache/batik/ext/awt/image/renderable/CompositeRable8Bit;.createRendering(Ljava/awt/image/renderable/RenderContext;)Ljava/awt/image/RenderedImage;#rc#0#0,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-awt-util/src/main/java/org/apache/batik/ext/awt/image/renderable/CompositeRable8Bit.java;,ParameterName,,,,,,,update the current affine transform Just copy over the rendering hints Get our sources image;,ClassName:RenderContext;,,ClassName:RenderContext;VariableName:rh;VariableName:aoi;VariableName:at;VariableName:ri;VariableName:aoiR;,,,,MethodName:createRendering;,,rc,rc,render context
Lorg/apache/batik/bridge/StrokingTextPainter;.createModifiedACIForFontMatching(Ljava/text/AttributedCharacterIterator;)Ljava/text/AttributedCharacterIterator;#0#prevFF,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-bridge/src/main/java/org/apache/batik/bridge/StrokingTextPainter.java;,VariableName,,,,,,,,ClassName:GVTFontFamily;,ClassName:StrokingTextPainter;,VariableName:fontFamily;,,,,MethodName:createModifiedACIForFontMatching;,,prevFF,ff,font family
Lorg/apache/batik/dom/svg/AbstractSVGMatrix;.flipX()Lorg/w3c/dom/svg/SVGMatrix;#tr,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-svg-dom/src/main/java/org/apache/batik/dom/svg/AbstractSVGMatrix.java;,VariableName,,,,,,,,ClassName:AffineTransform;,ClassName:AbstractSVGMatrix;,MethodName:getAffineTransform;MethodName:clone;ClassName:AffineTransform;,,,,MethodName:flipX;,,tr,tr,transform
Lorg/apache/batik/gvt/renderer/StaticRenderer;.flush(Ljava/awt/Rectangle;)V#tcr,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-gvt/src/main/java/org/apache/batik/gvt/renderer/StaticRenderer.java;,VariableName,,,,,,,,ClassName:TileCacheRed;,ClassName:StaticRenderer;,ClassName:TileCacheRed;VariableName:o;,,,,MethodName:flush;,,tcr,tcr,tile cache red
Lorg/apache/batik/ext/awt/image/codec/png/PNGImageDecoder~PNGImage;.POST_GRAY_LUT_ADD_TRANS_EXP)I,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-codec/src/main/java/org/apache/batik/ext/awt/image/codec/png/PNGImageDecoder.java;,FieldName,,,,,,,Push gray values through grayLut to expand to bits expand add alpha;,ClassName:int;,ClassName:PNGImage;,FieldName:POST_EXP_MASK;FieldName:POST_GRAY_LUT_ADD_TRANS;,,,,,,POST_GRAY_LUT_ADD_TRANS_EXP,exp,expression
Lorg/apache/batik/bridge/SVGImageElementBridge;.createSVGImageNode(Lorg/apache/batik/bridge/BridgeContext;Lorg/w3c/dom/Element;Lorg/w3c/dom/svg/SVGDocument;)Lorg/apache/batik/gvt/GraphicsNode;#1#tgt,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-bridge/src/main/java/org/apache/batik/bridge/SVGImageElementBridge.java;,VariableName,,,,,,,,ClassName:NodeEventTarget;,ClassName:SVGImageElementBridge;,ClassName:NodeEventTarget;VariableName:svgElement;,MethodName:storeEventListenerNS;,ParameterName:t;,,MethodName:createSVGImageNode;,,tgt,tgt,target
Lorg/apache/batik/ext/awt/image/rendered/GaussianBlurRed8Bit;.copyData(Ljava/awt/image/WritableRaster;)Ljava/awt/image/WritableRaster;#tmpR1,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-awt-util/src/main/java/org/apache/batik/ext/awt/image/rendered/GaussianBlurRed8Bit.java;,VariableName,,,,,,,Swap them;,ClassName:WritableRaster;,ClassName:GaussianBlurRed8Bit;,VariableName:fill;MethodName:createCompatibleWritableRaster;VariableName:skipX;MethodName:boxFilterH;VariableName:r;VariableName:tmpR1;FieldName:dY;VariableName:tmp;FieldName:dX;MethodName:boxFilterV;VariableName:tmpR2;VariableName:width;VariableName:srcCM;VariableName:height;,MethodName:boxFilterV;MethodName:coerceData;MethodName:boxFilterH;,ParameterName:src;ParameterName:wr;ParameterName:dest;ParameterName:dest;ParameterName:src;,,MethodName:copyData;,,tmpR1,r,raster
Lorg/apache/batik/dom/util/SAXDocumentFactory;.startDTD(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V|Lorg/xml/sax/SAXException;,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-dom/src/main/java/org/apache/batik/dom/util/SAXDocumentFactory.java;,MethodName,,,,,,,b SAX b Implements link org xml sax ext LexicalHandler startDTD String String String;,ClassName:void;,ClassName:SAXDocumentFactory;,,,,ParameterName:systemId;ParameterName:publicId;ParameterName:name;,,,startDTD,dtd,document type definition
Lorg/apache/batik/swing/svg/JSVGComponent$BridgeUserAgentWrapper;.getExternalResourceSecurity(Lorg/apache/batik/util/ParsedURL;Lorg/apache/batik/util/ParsedURL;)Lorg/apache/batik/bridge/ExternalResourceSecurity;#0#rPURL,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-swing/src/main/java/org/apache/batik/swing/svg/JSVGComponent.java;,VariableName,,,,,,,,ClassName:ParsedURL;,ClassName:JSVGComponent;ClassName:BridgeUserAgentWrapper;ClassName:Query;,ParameterName:resourcePURL;FieldName:result;,MethodName:getExternalResourceSecurity;,ParameterName:resourceURL;,,MethodName:run;MethodName:getExternalResourceSecurity;,,rPURL,r,resource
Lorg/apache/batik/util/ClassFileUtilities;.computeClassDependencies(Ljava/io/InputStream;Ljava/util/Set;Ljava/util/Set;Ljava/util/Set;Z)V|Ljava/io/IOException;#0#0#0#0#ze,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-util/src/main/java/org/apache/batik/util/ClassFileUtilities.java;,VariableName,,,,,,,,ClassName:ZipEntry;,ClassName:ClassFileUtilities;,VariableName:jarFile;MethodName:getEntry;VariableName:depis;VariableName:classFileName;,,,,MethodName:computeClassDependencies;,,ze,ze,zip entry
Lorg/apache/batik/anim/timing/TimedElement;.sampleAt(FZ)F#0#ts,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-anim/src/main/java/org/apache/batik/anim/timing/TimedElement.java;,VariableName,,,,,,,,ClassName:Set;,ClassName:TimedElement;,VariableName:j;VariableName:e;ClassName:Set;MethodName:getValue;,,,,MethodName:sampleAt;,,ts,ts,timing specifier
Lorg/apache/batik/bridge/svg12/SVG12FocusManager;.fireDOMFocusOutEvent(Lorg/w3c/dom/events/EventTarget;Lorg/w3c/dom/events/EventTarget;)V#uiEvt,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-bridge/src/main/java/org/apache/batik/bridge/svg12/SVG12FocusManager.java;,VariableName,,,,,,,,ClassName:DOMUIEvent;,ClassName:SVG12FocusManager;,VariableName:docEvt;MethodName:createEvent;ClassName:DOMUIEvent;,,,,MethodName:fireDOMFocusOutEvent;,,uiEvt,evt,event
Lorg/apache/batik/bridge/CSSUtilities;.convertOverflow(Lorg/w3c/dom/Element;)Z#s,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-bridge/src/main/java/org/apache/batik/bridge/CSSUtilities.java;,VariableName,,,,,,,,ClassName:String;,ClassName:CSSUtilities;,VariableName:v;MethodName:getStringValue;,,,,MethodName:convertOverflow;,,s,s,string
Lorg/apache/batik/bridge/SVGSVGElementBridge;.getIntersectionList(Lorg/w3c/dom/svg/SVGRect;Lorg/w3c/dom/Element;)Ljava/util/List;#1#1#txtBridge,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-bridge/src/main/java/org/apache/batik/bridge/SVGSVGElementBridge.java;,VariableName,,,,,,,,ClassName:SVGTextElementBridge;,ClassName:SVGSVGElementBridge;,MethodName:getSVGContext;ClassName:SVGTextElementBridge;VariableName:svgElem;VariableName:elems;,,,,MethodName:getIntersectionList;,,txtBridge,txt,text
Lorg/apache/batik/css/engine/value/URIValue;,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/svg/ColorProfileManager.java;C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/svg/ClipPathManager.java;C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/css2/CursorManager.java;C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/svg/MaskManager.java;C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/svg/FilterManager.java;C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/svg/SVGPaintManager.java;C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/URIValue.java;C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/svg/MarkerManager.java;C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/AbstractValueManager.java;C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/value/css2/SrcManager.java;,ClassName,,,ClassName:StringValue;,ClassName:AbstractValue;ClassName:Value;,MethodName:URIValue;MethodName:getCssText;,FieldName:cssText;,Reveal the absolute value as the cssText now This class represents uri values author a href mailto stephane hillion org Stephane Hillion a version Id URIValue java Z gadams;,,,,,,,,,URIValue,uri,uniform resource identifier
Lorg/apache/batik/bridge/SVGImageElementBridge;.subCtx)Lorg/apache/batik/bridge/BridgeContext;,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-bridge/src/main/java/org/apache/batik/bridge/SVGImageElementBridge.java;,FieldName,,,,,,,,ClassName:BridgeContext;,ClassName:SVGImageElementBridge;,MethodName:createSubBridgeContext;ParameterName:ctx;ParameterName:imgDocument;ClassName:SVGOMDocument;VariableName:node;,MethodName:build;,ParameterName:ctx;,,,,subCtx,ctx,context
Lorg/apache/batik/bridge/UserAgentAdapter;.checkLoadExternalResource(Lorg/apache/batik/util/ParsedURL;Lorg/apache/batik/util/ParsedURL;)V|Ljava/lang/SecurityException;#resourceURL#0#0,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-bridge/src/main/java/org/apache/batik/bridge/UserAgentAdapter.java;,ParameterName,,,,,,,This method throws a SecurityException if the resource found at url and referenced from docURL should not be loaded This is a convenience method to call checkLoadExternalResource on the ExternalResourceSecurity strategy returned by getExternalResourceSecurity param resourceURL url for the resource as defined inthe resource s xlink href attribute If that attribute was empty then this parameter should be null param docURL url for the document into which the resource was found;,ClassName:ParsedURL;,,VariableName:s;,MethodName:getExternalResourceSecurity;,ParameterName:resourceURL;,,MethodName:checkLoadExternalResource;,,resourceURL,url,uniform resource locator
Lorg/apache/batik/gvt/flow/FlowRegions;.sl)Lorg/apache/batik/ext/awt/geom/SegmentList;,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-gvt/src/main/java/org/apache/batik/gvt/flow/FlowRegions.java;,FieldName,,,,,,,,ClassName:SegmentList;,ClassName:FlowRegions;,ParameterName:s;FieldName:sr;ClassName:SegmentList;MethodName:getBelow;,,,,,,sl,sl,segment list
Lorg/apache/batik/gvt/renderer/MacRenderer;.repaint(Lorg/apache/batik/ext/awt/geom/RectListManager;)V#1#tmpImg,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-gvt/src/main/java/org/apache/batik/gvt/renderer/MacRenderer.java;,VariableName,,,,,,,,ClassName:BufferedImage;,ClassName:MacRenderer;,FieldName:workImg;FieldName:currImg;,,,,MethodName:repaint;,,tmpImg,img,image
Lorg/apache/batik/ext/awt/geom/SegmentList;.getBounds2D()Ljava/awt/geom/Rectangle2D;#0#segB,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-awt-util/src/main/java/org/apache/batik/ext/awt/geom/SegmentList.java;,VariableName,,,,,,,,ClassName:Rectangle2D;,ClassName:SegmentList;,MethodName:getBounds2D;VariableName:seg;,,,,MethodName:getBounds2D;,,segB,b,bounds
Lorg/apache/batik/bridge/EventTargetWrapper$FunctionRemoveProxy;.call(Lorg/mozilla/javascript/Context;Lorg/mozilla/javascript/Scriptable;Lorg/mozilla/javascript/Scriptable;[Ljava/lang/Object;)Ljava/lang/Object;#0#sr,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-bridge/src/main/java/org/apache/batik/bridge/EventTargetWrapper.java;,VariableName,,,,,,,,ClassName:SoftReference;,ClassName:FunctionRemoveProxy;ClassName:EventTargetWrapper;,MethodName:get;ClassName:SoftReference;FieldName:listenerMap;VariableName:el;ParameterName:args;,,,,MethodName:call;,,sr,sr,soft reference
Lorg/apache/batik/css/engine/sac/CSSClassCondition;.match(Lorg/w3c/dom/Element;Ljava/lang/String;)Z#valLen,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-css/src/main/java/org/apache/batik/css/engine/sac/CSSClassCondition.java;,VariableName,,,,,,,,ClassName:int;,ClassName:CSSClassCondition;,MethodName:length;VariableName:val;VariableName:i;,,,,MethodName:match;,,valLen,len,length
Lorg/apache/batik/anim/dom/SVGLocatableSupport;.getTransformToElement(Lorg/w3c/dom/Element;Lorg/w3c/dom/svg/SVGElement;)Lorg/w3c/dom/svg/SVGMatrix;|Lorg/w3c/dom/svg/SVGException;#targetElt,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-anim/src/main/java/org/apache/batik/anim/dom/SVGLocatableSupport.java;,VariableName,,,,,,,,ClassName:SVGOMElement;,ClassName:SVGLocatableSupport;,VariableName:tat;ParameterName:element;ClassName:SVGOMElement;,,,,MethodName:getAffineTransform;MethodName:getTransformToElement;,,targetElt,elt,element
Lorg/apache/batik/ext/awt/MultipleGradientPaintContext;.(Ljava/awt/image/ColorModel;Ljava/awt/Rectangle;Ljava/awt/geom/Rectangle2D;Ljava/awt/geom/AffineTransform;Ljava/awt/RenderingHints;[F[Ljava/awt/Color;Lorg/apache/batik/ext/awt/MultipleGradientPaint$CycleMethodEnum;Lorg/apache/batik/ext/awt/MultipleGradientPaint$ColorSpaceEnum;)V|Ljava/awt/geom/NoninvertibleTransformException;#tInv,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-awt-util/src/main/java/org/apache/batik/ext/awt/MultipleGradientPaintContext.java;,VariableName,,,,,,,Get all the components of the inverse transform matrix;,ClassName:AffineTransform;,ClassName:MultipleGradientPaintContext;,ParameterName:t;MethodName:createInverse;,,,,MethodName:MultipleGradientPaintContext;,,tInv,inv,inverse
Lorg/apache/batik/svggen/SVGGraphics2D;.drawRenderableImage(Ljava/awt/image/renderable/RenderableImage;Ljava/awt/geom/AffineTransform;)V#trans2#0#1,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-svggen/src/main/java/org/apache/batik/svggen/SVGGraphics2D.java;,ParameterName,,,,,,,Renders a link RenderableImage applying a transform from image space into user space before drawing The transformation from user space into device space is done with the current code Transform code in the code Graphics D code The specified transformation is applied to the image before the transform attribute in the code Graphics D code context is applied The rendering attributes applied include the code Clip code code Transform code and code Composite code attributes Note that no rendering is done if the specified transform is noninvertible p Rendering hints set on the code Graphics D code object might be used in rendering the code RenderableImage code If explicit control is required over specific hints recognized by a specific code RenderableImage code or if knowledge of which hints are used is required then a code RenderedImage code should be obtained directly from the code RenderableImage code and rendered using link drawRenderedImage RenderedImage AffineTransform param img the image to be rendered param trans the transformation from image space into user space see setTransform AffineTransform see setComposite java awt Composite see setClip Shape see drawRenderedImage;,ClassName:AffineTransform;,,VariableName:xform;,,,,MethodName:drawRenderableImage;,,trans2,trans,transform
Lorg/apache/batik/ext/awt/image/spi/ImageTagRegistry;.readURL(Ljava/io/InputStream;Lorg/apache/batik/util/ParsedURL;Lorg/apache/xmlgraphics/java2d/color/ICCColorSpaceWithIntent;ZZ)Lorg/apache/batik/ext/awt/image/renderable/Filter;#0#0#ure,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-awt-util/src/main/java/org/apache/batik/ext/awt/image/spi/ImageTagRegistry.java;,VariableName,,,,,,,,ClassName:URLRegistryEntry;,ClassName:ImageTagRegistry;,VariableName:ret;VariableName:re;ClassName:URLRegistryEntry;,,,,MethodName:readURL;,,ure,ure,URL registry entry
Lorg/apache/batik/gvt/flow/TextLineBreaks;.findLineBrk(Ljava/text/AttributedString;)V#prevCls,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-gvt/src/main/java/org/apache/batik/gvt/flow/TextLineBreaks.java;,VariableName,,,,,,,,ClassName:byte;,ClassName:TextLineBreaks;,VariableName:curCls;VariableName:cls;VariableName:prevPrevCls;MethodName:getCharCharClass;VariableName:ch;,,,,MethodName:findLineBrk;,,prevCls,cls,class
Lorg/apache/batik/apps/rasterizer/SVGConverter;.computeTranscodingHints()Ljava/util/Map;#0#userStylesheetURL,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-svgrasterizer/src/main/java/org/apache/batik/apps/rasterizer/SVGConverter.java;,VariableName,,,,,,,,ClassName:String;,ClassName:SVGConverter;,FieldName:userStylesheet;MethodName:toString;ClassName:ParsedURL;VariableName:userDir;,,,,MethodName:computeTranscodingHints;,,userStylesheetURL,url,uniform resource identifier
Lorg/apache/batik/anim/values/AnimatableRectValue;.toStringRep()Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-anim/src/main/java/org/apache/batik/anim/values/AnimatableRectValue.java;,MethodName,,,,,,,Returns a string representation of this object;,ClassName:String;,ClassName:AnimatableRectValue;,,,,,,,toStringRep,rep,representation
Lorg/apache/batik/svggen/XmlWriter;,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-svggen/src/main/java/org/apache/batik/svggen/XmlWriter.java;C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-svggen/src/main/java/org/apache/batik/svggen/SVGGraphics2D.java;,ClassName,,,ClassName:SVGConstants;,ClassName:CSSConstants;ClassName:XMLConstants;,MethodName:writeXml;MethodName:writeDocumentHeader;MethodName:writeXml;MethodName:writeChildrenXml;MethodName:writeXml;MethodName:writeXml;MethodName:writeXml;MethodName:writeXml;MethodName:writeChildrenXml;MethodName:writeXml;MethodName:writeXml;MethodName:java2std;MethodName:writeXml;,FieldName:TAG_END;FieldName:EOL;FieldName:SPACES_LEN;FieldName:TAG_START;FieldName:SPACES;,Writes a Node as text output Package access This is not a full Xml printout implementation It only covers what is needed by the Graphics D class The code for this class draws heavily from the work done for Sun s Project X by David Brownell author a href mailto vincent hardy eng sun com Vincent Hardy a version Id XmlWriter java Z gadams;,,,,,,,,,XmlWriter,xml,extensible markup language
Lorg/apache/batik/ext/awt/image/renderable/TileRable8Bit;.getActualTileBounds(Ljava/awt/geom/Rectangle2D;)Ljava/awt/geom/Rectangle2D;#w,C:/PHDONE/runtime-EclipseApplication/batik-1.9/batik-awt-util/src/main/java/org/apache/batik/ext/awt/image/renderable/TileRable8Bit.java;,VariableName,,,,,,,,ClassName:double;,ClassName:TileRable8Bit;,VariableName:tiledWidth;VariableName:tileWidth;MethodName:min;VariableName:realTileRect;ClassName:Math;,,,,MethodName:getActualTileBounds;,,w,w,width
